中国,19712
合作,7975
一带一路,7051
发展,6941
项目,6271
经济,5308
建设,4869
国家,4394
投资,3837
企业,3747
表示,3620
上,2917
国际,2888
日,2790
有,2785
倡议,2724
重要,2525
我们,2503
公司,2471
到,2432
当地,2318
·,2218
他,2217
新,2206
成为,2206
并,2145
（,2133
）,2129
领域,2124
从,2092
都,2041
这,2035
更,2030
提供,2005
多,1994
铁路,1956
亿美元,1952
还,1926
《,1846
》,1846
个,1815
—,1804
贸易,1798
：,1781
市场,1766
推动,1741
增长,1738
世界,1698
基础设施,1657
记者,1656
就,1636
通过,1633
地区,1608
下,1593
一个,1550
已,1545
共同,1544
文化,1542
该,1534
两国,1528
技术,1509
双方,1507
全球,1501
促进,1496
后,1471
实现,1465
目前,1458
大,1438
由,1435
以,1416
非洲,1382
工作,1378
‘,1362
’,1360
希望,1331
国,1309
主席,1297
；,1278
1,1269
及,1259
俄罗斯,1249
我,1236
让,1234
向,1228
进行,1210
人,1205
方面,1193
两,1190
于,1175
工程,1171
10,1170
巴基斯坦,1161
泰国,1160
5,1151
未来,1151
中方,1146
关系,1140
2017,1137
可以,1136
交流,1136
已经,1123
带来,1117
走廊,1116
集团,1115
中心,1107
作为,1096
以及,1088
政府,1080
加强,1079
地,1077
今年,1056
欧洲,1053
同时,1052
推进,1049
但,1047
认为,1031
着,1031
时,1026
参与,1026
最大,1018
出口,1007
支持,1002
可,997
正在,991
而,988
战略,987
3,985
计划,980
论坛,974
签署,970
举行,967
包括,965
积极,956
会,937
约,931
服务,922
其中,905
进一步,902
能,897
问题,886
据,886
能源,881
不仅,879
港口,878
最,874
旅游,874
主要,870
提出,869
不,866
俄,861
6,851
报道,851
介绍,849
来自,849
驻,848
4,848
至,831
中巴,828
相关,825
2016,825
不断,819
 ,816
提升,812
2018,809
沿线,809
埃及,802
习近平,799
人民,796
活动,795
超过,794
老挝,789
来,784
之一,783
他们,783
开展,776
需要,771
柬埔寨,771
英国,769
非常,757
哈萨克斯坦,753
缅甸,752
代表,749
有限公司,748
其,746
进入,743
丝绸之路,729
协议,727
了解,725
城市,717
运营,717
印尼,717
游客,708
总统,706
称,705
很,704
给,704
产品,703
持续,700
建立,700
农业,699
机遇,696
取得,693
正式,691
生产,690
这些,687
帮助,682
全面,681
具有,680
各国,680
开始,680
产业,679
占,676
民众,673
对接,672
进口,669
前,667
内,665
首都,662
完成,660
创造,656
创新,654
好,654
公里,653
社会,653
11,650
开发,648
巨大,647
7,645
时间,643
指出,642
实施,641
随着,640
研究,638
被,636
马来西亚,636
12,634
施工,631
汉语,631
现在,630
举办,629
9,627
很多,625
中欧,622
金融,621
其他,619
区域,619
8,619
2,615
港,615
政策,613
这一,612
以来,612
员工,611
这个,610
作用,609
把,604
会议,604
-,602
平台,601
历史,601
海外,597
达,596
这里,595
建成,595
增加,594
之间,592
部长,591
越来越,590
人民币,587
此次,584
工业园,584
框架,581
国内,581
能够,580
这是,580
达到,579
环境,578
继续,578
组织,574
学习,574
20,573
告诉,572
提高,572
成果,572
东盟,568
吸引,566
仪式,565
更加,565
越南,562
生活,560
大使,560
接受,558
共建,555
所,555
出席,553
近年来,553
联合,553
管理,552
经贸合作,550
电力,550
亚洲,549
美国,546
天然气,546
物流,545
总理,543
优势,541
交通,539
同比,537
经验,535
没有,535
对于,533
就业,532
获得,531
需求,530
正,530
北京,529
德国,527
她,525
使,521
各,521
机构,520
石油,518
成功,516
互联互通,514
白俄罗斯,514
水平,513
意义,508
位于,507
发挥,506
规划,506
本报记者,506
深化,503
巴西,501
设计,501
改善,500
预计,499
媒体,498
法国,498
自己,496
期间,495
去年,494
成立,493
银行,492
委员会,492
副,490
大学,490
机会,488
共,488
园区,487
采访,486
直接,486
中文,485
一,484
开放,479
基础,479
报告,478
运输,477
学院,475
总,474
区,473
就是,473
工业,469
中非,468
欧盟,468
根据,466
比,465
公路,465
2015,465
意大利,465
得到,462
斯里兰卡,460
数据,459
设备,459
尼泊尔,458
能力,456
安全,456
扩大,454
特别,453
30,453
又,452
伙伴,452
近,452
显示,448
自,448
多个,446
友谊,445
参加,444
资源,443
教育,440
拥有,439
一些,435
家,434
班列,434
科技,434
资金,434
里,434
带动,432
标准,431
培训,427
第一,427
码头,424
期待,423
道路,423
经贸,421
领导人,420
连接,418
们,418
看到,415
用,414
之,414
菲律宾,411
走,410
…,410
务实,408
影响,408
目标,406
专家,405
一直,402
大桥,402
重点,401
过去,398
稳定,395
投资者,394
日本,394
肯尼亚,393
机制,391
产能,390
规模,390
努力,390
传统,389
双边,389
贡献,388
致辞,386
融资,386
开工,386
业务,386
协定,385
模式,384
缅,384
亿,383
解决,381
人文,380
此外,380
承建,379
方式,377
高,377
政治,377
启动,376
机场,375
友好,374
互利,374
打造,373
升级,372
21,368
吉布提,368
如今,367
世纪,366
过程,366
学生,365
这样,365
塞尔维亚,365
孔子,364
重大,363
集装箱,362
使用,360
合作伙伴,360
间,360
波兰,360
它,359
日前,359
许多,357
电站,357
因为,357
良好,356
行业,354
情况,354
万吨,353
和平,353
阿,353
人员,351
商业,350
或,350
峰会,349
万,349
每年,348
做,348
16,347
系统,346
制造,343
首次,343
理念,341
合作项目,340
货物,340
米,338
亚,337
更好,336
汽车,336
设立,334
大型,334
管道,334
欧亚,333
基金,333
现场,333
有助于,332
南非,332
先进,330
丰富,330
100,329
发布,329
孟加拉国,328
曾,327
较,327
印度,326
列车,325
总经理,324
外国,324
相信,322
大量,321
共同体,321
潜力,320
强调,320
高铁,320
关注,319
全球化,319
海上,319
15,318
深入,317
还有,317
主任,316
欢迎,316
不同,315
贷款,315
桥梁,315
水电站,315
为了,314
高峰论坛,314
时代,314
由于,314
主题,314
条件,313
当前,312
上海,310
出,310
快速,310
新加坡,308
中国政府,308
整个,308
第二,308
两国人民,306
％,306
有效,305
现代化,305
贸易额,305
名,304
去,301
来说,300
商品,300
柬,300
阶段,299
达成,298
小时,298
40,298
有关,297
应,297
落实,297
负责,297
合同,296
投行,295
人口,294
投入,294
沙特,294
当天,293
运行,292
部分,292
则,292
而且,291
建筑,291
医疗,291
改造,291
负责人,291
命运,289
设施,289
工厂,289
关于,288
绿色,288
采用,288
联盟,288
共赢,288
访问,286
利用,285
形成,285
因此,284
中哈,284
如何,284
2014,284
丝路,284
繁荣,283
乌,282
可能,282
文莱,281
不少,280
备忘录,279
体现,279
分别,279
线路,278
数量,278
跨境,277
起,275
所有,274
！,274
长期,273
巴,273
来到,272
作出,272
匈牙利,272
多年,272
共识,272
信息,271
中资企业,271
协会,270
开通,270
加快,270
高度,270
支付,270
构建,269
网络,269
对华,269
地方,267
广泛,267
累计,267
除了,267
在内,267
一条,267
截至,267
2019,266
以色列,266
经过,265
专业,265
面临,264
保持,263
号,263
联合国,263
两个,263
万美元,262
岗位,261
拓展,261
中东欧,261
还是,261
首个,258
一期,258
受到,258
25,258
土耳其,257
赴,257
前景,257
满足,256
数字,256
选择,256
顺利,255
路,255
海运,255
医院,255
西班牙,254
协调,254
改革,253
200,252
研讨会,251
沟通,251
天,251
投产,251
要求,251
旨在,250
再,250
马,250
中白,250
出去,249
赢,249
标志,249
省,249
？,248
尤其,247
保障,247
发表,247
改变,247
对话,247
智利,247
50,246
莫斯科,246
隧道,246
荷兰,246
 ,245
人类,245
条,244
进程,243
蒙古国,243
居民,243
十分,242
工人,242
月份,241
中企,241
宣布,241
仍,240
展示,239
方向,239
2013,239
阿根廷,239
均,238
体系,238
只有,237
一起,237
自贸区,237
瓜达尔,237
共享,237
文明,237
之后,237
利益,236
收购,236
官员,235
成本,235
空间,234
进展,234
内容,234
感谢,234
谈判,234
维护,233
坚持,232
朋友,232
人才,232
通道,231
挑战,231
广阔,231
很大,231
油气,231
拉美,231
博览会,230
极大,230
致力于,229
一年,229
总额,229
对外,229
14,229
近日,228
以上,228
货运,228
韩国,228
积极参与,227
风险,227
中医,227
一系列,226
一定,224
大使馆,224
有着,224
人士,224
高速公路,223
各方,223
本次,223
文化交流,223
乌克兰,222
便利,222
中亚,221
变化,221
品牌,221
),220
一家,220
自身,219
具体,219
降低,219
市,218
发电,218
伊朗,218
哈,217
减少,217
质量,217
(,217
确保,216
第一个,216
部门,216
埃塞俄比亚,216
综合,216
签证,215
展开,215
有望,214
动力,214
方案,214
/,214
外,213
全国,213
修建,212
援助,212
讨论,211
过,210
有利于,209
我国,209
此前,209
制造业,209
收入,209
召开,208
股份,208
捷克,208
落地,207
18,207
阿联酋,207
如果,206
转型,206
学校,206
经营,206
出现,206
全部,205
手机,205
资本,204
往来,204
经济体,204
该国,204
一座,204
相通,204
最终,204
感受,203
行动,203
统计,203
中老,203
文章,202
西方,202
加入,202
+,202
万人次,201
商务部,201
必须,201
虽然,201
13,200
轻轨,200
观众,200
愿,200
基建,199
联系,198
紧密,198
部,198
老,198
每天,197
制定,197
完全,196
约合,196
助力,195
决定,195
一体化,194
成员国,194
发展中国家,194
这种,194
首席,194
报,193
战略伙伴,193
环保,193
第,192
网站,192
两年,192
